332512.5625	3063395.75
332628.3438	3064147.5
332630	3062333.75
332630.4375	3064908
332786.8125	3064976.5
332791.2188	3064932
332793.875	3064371.75
332799.9063	3064463.25
332812.5938	3064239.25
332813.7188	3064259
332816.625	3064606.25
332824.1875	3064856.75
332825.0938	3064818.25
332828.7188	3064212.5
332839.6875	3063852.5
332849.9688	3064263.75
332851.7813	3064802.25
332869.6875	3064721
332870.1563	3064376
332870.8125	3065190.25
332872.5313	3064503.5
332872.6875	3064902
332873.4688	3064451.25
332875.4688	3064452.5
332879.6875	3064472.5
332880.2813	3062948.25
332893.9063	3064569
332895.9375	3065262
332897.1563	3065025.25
332899.0938	3064938
332903.5	3064599.25
332904.7813	3064378
332905.0938	3064065.5
332906.875	3064128.25
332907.4063	3064654.75
332911.5938	3065345.5
332915.9688	3064000.75
332919.1563	3064934.5
332921.9375	3064946
332923.2813	3064756.5
332925.3125	3063971.5
332925.4688	3064646.5
332926.4063	3065083.25
332933.9688	3064749.5
332939.4063	3064189
332940.6875	3064989.75
332951.8438	3064238.75
332969.375	3065121.75
332981.6563	3064618.25
332983.0313	3063887.25
332989.6563	3064017.25
332992.8438	3064060.75
332999.2813	3064608
333006.4375	3065211.5
333008.125	3064088.5
333008.3438	3064834.5
333022.6875	3064477.25
333022.6875	3064717.25
333025.1563	3063864
333031.4688	3064120
333051.9375	3064779.75
333052.7813	3064857.5
333058.5625	3064522.75
333059.3438	3064748.75
333059.8125	3063840.5
333062.3438	3064963.5
333063.5313	3064704.75
333064.5625	3063490.5
333067.6875	3063478.5
333067.875	3063481.5
333068.0938	3063906.5
333078.1563	3064574.5
333082.4063	3065030.75
333084.0313	3065035.25
333084.5625	3064522
333101.1875	3065081.25
333101.375	3064429.75
333119.7188	3065292.75
333121.625	3062144
333122.6875	3065164
333131.125	3063983.5
333132.3438	3065510.75
333133.1875	3065050.25
333135.0313	3065472.25
333135.4375	3065026
333140.0313	3065212
333140.0625	3065402
333140.3125	3062369.25
333144.6875	3064960.5
333147.0313	3066070.75
333148.5	3064059.75
333149.4063	3064833.25
333151.9063	3065280
333151.9063	3065092.5
333160.9063	3065277.25
333160.9688	3065305.75
333164.3125	3064882.25
333173.0625	3064910.75
333180.2188	3064909
333185	3064410.75
333186.875	3063757.25
333187.0313	3064655.5
333195.4688	3064210.75
333203	3065072.75
333203.8438	3063881.25
333204.3438	3065389.75
333206.8125	3064817
333209.4063	3064901.25
333220.9063	3065161.5
333227.375	3064765.25
333227.7813	3065064.75
333233.5625	3065395.75
333242.5	3065336.75
333243.75	3063916.75
333244.5313	3066387.25
333245.6563	3064974.5
333248.0313	3066363.5
333255.5	3065484.25
333256.0313	3063860.25
333259.2188	3065392.75
333259.9375	3065331
333262.9063	3065079
333265.5	3065166.25
333269.5313	3064191
333269.875	3064837.25
333272.9063	3065365.75
333276.8438	3063825.25
333280.4375	3063990.5
333283.6563	3065479.5
333289.5625	3065511
333292.6875	3064014.25
333293.4688	3064732
333298.1875	3065514.75
333299.3125	3065524
333299.3438	3065081.25
333309.3438	3065081
333310.0938	3062769.5
333329.7188	3065780.75
333329.75	3065774.25
333333.0938	3064102.25
333334.25	3065305.75
333345.2813	3065065.75
333347.7813	3064949
333351.25	3064312.75
333354	3064706
333358.0313	3064763.25
333360.5625	3065050.5
333361.4688	3063775
333363.2188	3064160
333364.5938	3065135.25
333370.5313	3065254
333371.6875	3065292.75
333374.4375	3065068
333374.6875	3064723.5
333376.25	3065649
333377.3438	3064362
333377.6563	3063685
333386.0313	3064208.25
333391.375	3066010.5
333396.9688	3065508.5
333397.8438	3063410
333400.25	3065502.75
333405.375	3064966.75
333409.8125	3066967.75
333410	3065570.5
333413.75	3064481.5
333420	3066768
333420.5625	3063957
333422.2188	3066472
333424.0625	3064754.25
333426.6563	3064750.5
333426.7813	3064025.75
333432.125	3064286
333432.1875	3064538.5
333432.2813	3063733.75
333432.8438	3065255.25
333433.5938	3066220.25
333440.4688	3065289.5
333454.75	3065333.75
333460.4688	3064125.75
333469.9063	3066247
333471.5625	3065301.5
333475.4688	3066487
333476.9375	3066746
333479.4688	3065144.5
333479.9375	3066282.5
333482.0938	3066602
333485.4375	3065490.5
333485.625	3065496.5
333487.1875	3064305.5
333490.125	3066191.75
333490.9688	3063239.25
333493.5313	3064645.25
333493.5938	3065554.75
333497.2188	3064821.75
333498.0313	3066478.75
333498.6563	3066468
333498.7188	3066493.25
333501.125	3066544.75
333501.4063	3064508.5
333505.4375	3066595.75
333508.9063	3066988
333511.6875	3064969.75
333511.9375	3064884.25
333513.9688	3066727
333516.75	3066987
333516.9688	3064586.5
333520	3065716
333522.4063	3066702
333524.125	3066704.25
333526.4688	3065173.25
333528.0313	3066790
333528.4375	3064945.25
333531.6563	3065241.25
333533.75	3065226.75
333538.1563	3066464.75
333538.7813	3062910
333543.1875	3066869.5
333546.625	3066887.75
333551.1875	3063915.25
333552.0625	3063521.25
333558.75	3063346.75
333559.9063	3065154.25
333562.5625	3066960.25
333563.4688	3066024.25
333566.2813	3063650.5
333568.2188	3063519.25
333569.4688	3066980.75
333570.3438	3066786
333572.0313	3064282
333573.3125	3063049
333574.0938	3063199.25
333575.875	3067038
333579.3438	3063462.25
333579.5313	3067058
333580.6875	3064473.25
333586.0938	3065061.5
333588.1563	3066860.25
333588.5938	3065949.5
333589.0313	3066619.75
333592.25	3065776
333592.6563	3067128.75
333593.1563	3065190.25
333593.25	3065693.25
333594.2813	3066179.75
333595.8125	3066408.75
333596.6875	3065942
333600	3066271.75
333601.125	3066518
333610.8438	3063446.25
333611.5313	3066585
333613.25	3063892.75
333614.5625	3063281.25
333615.0625	3065626.5
333616.0938	3066613.5
333616.2813	3063891.75
333616.3438	3063507.5
333619.5	3065349
333621.7813	3066954.5
333622	3065547.75
333622.8125	3064458.5
333625.7188	3066214.5
333626.5	3064075.5
333627.5313	3065153.25
333628.4063	3066690.5
333643.1563	3063256.75
333643.4688	3067241
333644.5313	3066767
333645.3438	3064070.25
333645.9375	3063979.5
333646.7813	3067032
333649.3438	3066464.75
333651.9063	3065348.25
333654.1875	3066497
333654.5	3066625.75
333656.0625	3065474.25
333657.75	3066986
333657.9063	3064616.75
333658.9375	3065467.75
333659.7188	3067031.75
333661.9063	3062457
333665.5	3064754
333666.9688	3066574.75
333667.125	3063157.25
333671.2188	3066396
333673.25	3064838.25
333674.375	3063328.75
333674.4375	3065761
333677.1875	3066262.5
333679.5938	3066114.25
333682.1563	3066492.25
333682.375	3066875.75
333683.6563	3064897.25
333683.875	3063588
333684.6875	3064899.25
333689.5	3066162.25
333690.6875	3064910.5
333691.75	3063148.5
333693.2188	3062737.25
333694.2813	3065996
333694.75	3066675.25
333697.375	3065463.75
333697.5625	3065034.5
333699.6875	3066197
333701.7188	3067009.75
333702.2188	3065919
333702.4063	3066918
333704.25	3062568
333705.8125	3065109.25
333706	3065468.75
333707.4063	3066235
333707.4375	3067085.25
333709.5313	3065168.5
333710.0938	3066107.25
333714.0938	3066755.5
333715.7188	3065914.25
333720	3066328.25
333721.8125	3066595
333722.5625	3066011.25
333724.0938	3063691.5
333725	3063207.75
333725.0938	3066408.5
333725.1875	3064902.25
